"# Program:featureCounts v2.0.1; Command:""featureCounts"" ""-p"" ""-B"" ""-s"" ""2"" ""-t"" ""gene"" ""-g"" ""locus_tag"" ""-a"" ""00_genome/genomic.gff"" ""-o"" ""HCA_featureCounts_2021.txt"" ""bams/aAWT_B_noglu_24_S19_SP_sorted.bam"" ""bams/aBWT_C_noglu_24_S20_SP_sorted.bam"" ""bams/aCWT_D_noglu_24_S21_SP_sorted.bam"" ""bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam"" ""bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam"" ""bams/HCA_ref_RNA_S7_S1_sorted.bam"" ""bams/JTrmB_A_glu_48_S45_S1_sorted.bam"" ""bams/LTrmB_C_glu_48_S8_S1_sorted.bam"" ""bams/NTrmB_A_noglu_48_S9_S1_sorted.bam"" ""bams/OTrmB_B_noglu_48_S24_S1_sorted.bam"" ""bams/QTrmB_D_noglu_48_S10_S1_sorted.bam"" ""bams/RWT_A_glu_24_S41_S1_sorted.bam"" ""bams/SWT_B_glu_24_S16_SP_sorted.bam"" ""bams/TWT_C_glu_24_S17_SP_sorted.bam"" ""bams/UWT_D_glu_24_S46_S1_sorted.bam"" ""bams/VTrmB_A_glu_24_S25_S1_sorted.bam"" ""bams/WTrmB_B_glu_24_S11_S1_sorted.bam"" ""bams/XTrmB_C_glu_24_S26_S1_sorted.bam"" ""bams/YTrmB_D_glu_24_S18_SP_sorted.bam"" ""bams/ZWT_A_noglu_24_S47_S1_sorted.bam"" "																									
Geneid	Chr	Start	End	Strand	Length	bams/aAWT_B_noglu_24_S19_SP_sorted.bam	bams/aBWT_C_noglu_24_S20_SP_sorted.bam	bams/aCWT_D_noglu_24_S21_SP_sorted.bam	bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam	bams/HCA_ref_RNA_S7_S1_sorted.bam	bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam	bams/JTrmB_A_glu_48_S45_S1_sorted.bam	bams/LTrmB_C_glu_48_S8_S1_sorted.bam	bams/NTrmB_A_noglu_48_S9_S1_sorted.bam	bams/OTrmB_B_noglu_48_S24_S1_sorted.bam	bams/QTrmB_D_noglu_48_S10_S1_sorted.bam	bams/RWT_A_glu_24_S41_S1_sorted.bam	bams/SWT_B_glu_24_S16_SP_sorted.bam	bams/TWT_C_glu_24_S17_SP_sorted.bam	bams/UWT_D_glu_24_S46_S1_sorted.bam	bams/VTrmB_A_glu_24_S25_S1_sorted.bam	bams/WTrmB_B_glu_24_S11_S1_sorted.bam	bams/XTrmB_C_glu_24_S26_S1_sorted.bam	bams/YTrmB_D_glu_24_S18_SP_sorted.bam	bams/ZWT_A_noglu_24_S47_S1_sorted.bam
HAH_RS11385	NC_015948.1	2262027	2262743	-	717	4122	8217	7261	5948	6948	4923	8751	8768	5183	6697	2681	6518	7932	7253	6450	8116	8193	7790	9934	7203
HAH_RS11390	NC_015948.1	2263031	2263228	+	198	311	719	487	691	1034	542	1234	1066	541	859	360	696	906	1035	676	841	971	984	1164	718
HAH_RS11395	NC_015948.1	2263229	2263957	-	729	372	903	583	388	365	244	1726	1377	295	443	148	725	956	651	359	1003	890	793	1092	683
HAH_RS11400	NC_015948.1	2264340	2264412	-	73	134	331	368	434	627	209	479	464	156	685	72	389	438	586	573	555	294	338	503	475
HAH_RS11405	NC_015948.1	2264548	2264982	-	435	2471	4842	4838	4415	6004	4239	4564	4658	3655	4640	1981	4225	4773	5586	5452	4560	4592	4895	5871	4933
HAH_RS11410	NC_015948.1	2264979	2265461	-	483	3395	6618	7238	7249	12406	6347	6691	7673	5751	7504	2712	6296	8360	9625	8848	6144	7011	7827	8446	6715
HAH_RS11415	NC_015948.1	2265804	2267015	-	1212	16354	28990	30680	17061	64197	16923	28710	34676	22344	20903	13073	29972	53317	51588	41027	25259	40321	44448	45806	29601
HAH_RS11420	NC_015948.1	2267018	2268448	-	1431	22040	38626	40706	21798	81543	22395	38960	45849	32014	27377	16776	39104	66761	66763	53534	28901	52213	57846	58849	39993
HAH_RS11425	NC_015948.1	2268485	2269417	-	933	14930	27123	27476	14123	54011	14322	24748	29070	23664	21238	10403	24451	39465	39664	32575	23306	32236	36666	36839	27934
HAH_RS11430	NC_015948.1	2269543	2272350	-	2808	6986	13764	13970	12699	13743	10743	8075	9162	17524	13826	6621	8264	10139	10455	10965	8018	10214	9869	11359	13447
HAH_RS11435	NC_015948.1	2272458	2272649	+	192	866	2006	1736	3828	1685	2828	4313	2289	1888	5258	1292	1987	2339	1773	1104	3306	1718	1910	2897	2197
HAH_RS11440	NC_015948.1	2272692	2273096	+	405	967	1847	1817	2745	2507	2051	3138	2995	1180	2591	802	1832	2396	1912	1662	2389	2031	2038	2674	1964
HAH_RS11445	NC_015948.1	2273124	2273546	+	423	269	466	456	904	740	797	968	1126	469	996	291	457	625	549	583	486	516	593	658	531
HAH_RS11450	NC_015948.1	2273573	2276248	-	2676	9169	21149	22628	20309	7569	17027	19242	18045	41113	27756	14776	21576	24910	20593	14663	20423	22410	23144	28710	15057
HAH_RS11455	NC_015948.1	2276262	2277518	-	1257	3979	9592	9118	11464	2443	9557	9681	8704	21631	17215	9312	8201	10624	7933	5818	8459	8892	9431	11431	6448
HAH_RS11460	NC_015948.1	2277588	2277956	-	369	12	22	24	6	18	10	27	19	7	9	1	17	34	26	27	19	18	23	33	15
HAH_RS11465	NC_015948.1	2278361	2278873	+	513	134	182	246	52	458	47	354	397	81	64	25	200	332	309	319	233	315	291	339	237
HAH_RS11470	NC_015948.1	2278870	2279343	+	474	20	36	27	16	63	12	51	58	10	21	4	37	57	96	88	57	43	40	55	37
HAH_RS11475	NC_015948.1	2279336	2281195	+	1860	91	223	280	112	369	111	200	188	105	109	53	205	237	298	327	262	200	228	261	257
HAH_RS11480	NC_015948.1	2281192	2282937	+	1746	74	173	261	121	202	101	78	102	173	138	71	140	169	175	180	141	135	134	170	178
HAH_RS11485	NC_015948.1	2282972	2283433	+	462	13	33	21	22	28	10	38	29	6	9	2	34	40	44	38	46	24	30	42	18
HAH_RS11490	NC_015948.1	2283414	2283809	+	396	11	14	26	10	17	5	9	11	2	4	2	14	17	28	17	15	14	10	16	20
HAH_RS11495	NC_015948.1	2283818	2284678	+	861	16	30	41	21	30	12	19	23	4	14	2	27	36	39	51	45	25	29	35	20
HAH_RS11500	NC_015948.1	2284675	2287668	+	2994	59	133	153	72	181	39	88	64	29	66	14	96	132	184	218	108	86	103	127	135
HAH_RS11505	NC_015948.1	2287719	2288147	+	429	747	1682	1961	1268	1070	1177	1249	1106	1131	1259	597	1159	1350	1538	1601	1640	1305	1347	1747	1637
HAH_RS11510	NC_015948.1	2288144	2289034	+	891	2164	4531	4756	3653	2598	3284	2765	2341	2910	3544	1531	2915	3735	3924	3654	4012	3217	3162	4362	4122
HAH_RS11515	NC_015948.1	2289084	2290268	+	1185	1958	3961	2995	4329	1320	4048	3218	2562	2743	3330	1436	2235	2548	1896	1382	2287	2470	2344	3191	3088
HAH_RS11520	NC_015948.1	2290341	2291426	+	1086	1938	4001	3870	3997	3637	3944	3265	3630	2962	4379	1673	2345	3132	2950	2828	2730	2906	2693	3685	3658
HAH_RS19985	NC_015948.1	2291427	2291597	-	171	514	1190	1190	1213	1247	1066	1564	1508	737	1466	388	1229	1278	1350	1355	1933	1270	1303	1680	1140
HAH_RS11525	NC_015948.1	2291717	2292853	+	1137	3903	8516	9240	5210	14695	5132	3273	3631	6571	5346	2531	3778	4433	4440	4050	4210	4431	3708	5161	8866
HAH_RS11530	NC_015948.1	2292886	2293356	+	471	865	1650	1838	1116	2271	981	1323	1149	734	1165	433	991	1217	1202	1154	1252	1250	1142	1414	1811
HAH_RS11535	NC_015948.1	2293446	2294066	+	621	3539	6748	5116	2504	2968	2360	9926	7982	1579	2344	887	4545	5611	3989	3099	5501	5068	5062	6345	5687
HAH_RS11540	NC_015948.1	2294137	2294922	+	786	2968	5951	5188	6094	4540	6186	7614	7110	4734	6476	2625	3659	5307	4375	3738	4665	4448	4379	5717	5558
HAH_RS11545	NC_015948.1	2294923	2296026	+	1104	1061	2026	1739	2194	2036	2213	2203	2646	2211	2165	1072	1270	1804	1410	1299	1741	1676	1415	2030	2033
HAH_RS11550	NC_015948.1	2296057	2296569	-	513	2295	4400	4026	4565	2856	4537	7583	6186	3550	5540	2044	4199	5096	4475	3862	4894	4761	4568	6110	3823
HAH_RS19990	NC_015948.1	2296566	2296724	-	159	156	396	283	488	219	337	1072	502	238	540	166	522	435	558	457	664	350	359	599	484
HAH_RS11555	NC_015948.1	2296830	2297627	+	798	2069	4247	3846	2546	2340	2140	3071	2596	1374	2309	800	2656	3267	2764	2318	3525	2816	2883	3604	3945
HAH_RS11560	NC_015948.1	2297697	2299619	+	1923	1085	1963	2115	1414	1921	1299	1940	1993	694	1046	434	1256	1586	1695	1766	1252	1531	1502	1786	2106
HAH_RS11565	NC_015948.1	2299892	2301346	+	1455	167	328	394	585	3221	709	469	536	678	541	280	377	462	504	531	388	410	407	491	405
HAH_RS11570	NC_015948.1	2301406	2301744	-	339	117	223	200	171	176	134	432	292	106	201	40	235	222	177	113	313	216	202	291	204
HAH_RS11575	NC_015948.1	2301893	2303611	+	1719	3856	7459	7311	9791	5735	9351	4851	5364	6756	7516	3264	3580	4817	4629	4634	3505	4527	4281	5361	7560
HAH_RS11580	NC_015948.1	2303680	2305497	+	1818	5266	10394	11310	23013	10222	20016	6864	7216	14122	19685	7913	5447	7343	6770	6753	6217	6271	6194	8253	10532
HAH_RS11585	NC_015948.1	2305878	2306720	+	843	25	73	110	80	165	40	116	104	33	103	20	70	81	120	152	108	78	91	80	94
HAH_RS11590	NC_015948.1	2306977	2307942	+	966	7957	16060	16723	11098	19892	13196	10041	12671	7132	8411	3897	8725	10427	11682	13421	9619	11416	10879	13269	17557
HAH_RS11595	NC_015948.1	2308394	2309422	+	1029	913	1759	2012	2248	2704	2105	1182	1518	1555	2158	884	1077	1558	1624	1639	1272	1476	1389	1600	1945
HAH_RS11600	NC_015948.1	2309459	2310148	+	690	1233	2998	2628	2251	1845	2233	2010	1812	1902	2421	973	1719	2210	1955	1836	2471	1974	2079	2672	2589
HAH_RS11605	NC_015948.1	2310233	2310649	+	417	935	1699	1547	821	1647	608	1795	1888	427	1047	319	905	1197	1037	1005	1124	1097	1227	1466	1841
HAH_RS11610	NC_015948.1	2310686	2311852	-	1167	4222	8292	8694	6795	9614	5946	5577	6430	6376	7620	3045	5385	6783	6646	6936	6751	6444	5966	7469	8955
HAH_RS11615	NC_015948.1	2312081	2312884	-	804	36168	76352	87825	12974	12024	13909	7393	8989	13530	14264	6529	7512	9689	11553	12143	7628	8341	8431	10648	84723
HAH_RS11620	NC_015948.1	2312911	2313792	-	882	30807	67804	77517	3915	4038	4174	3193	3842	1038	1430	680	3722	3978	6114	7268	4953	3513	3761	4963	73677
HAH_RS11625	NC_015948.1	2313792	2315102	-	1311	49988	107128	121786	6042	6860	6711	4988	6417	1698	2042	1166	5701	6395	9722	11406	6236	5325	6047	7475	111961
HAH_RS11630	NC_015948.1	2315099	2315914	-	816	34684	74157	83881	3446	3676	3848	3335	4264	612	989	473	3368	3658	5750	6792	4064	3033	3536	4472	77844
HAH_RS11635	NC_015948.1	2316044	2316541	+	498	98	220	157	13	41	27	425	183	20	36	15	130	176	85	71	234	134	143	234	136
HAH_RS11640	NC_015948.1	2316642	2317829	+	1188	795	1874	2179	1779	3713	1479	1041	1303	2953	2385	1068	1062	1460	2044	2491	1124	1458	1387	1623	2139
HAH_RS11645	NC_015948.1	2317956	2319596	+	1641	629	1236	1116	761	1595	699	1021	903	591	757	329	701	887	766	685	928	722	758	1030	1149
HAH_RS11650	NC_015948.1	2319660	2320199	-	540	1273	2830	2258	2012	1196	1531	4308	3467	1232	2007	706	2350	2977	2283	1744	3082	2768	2647	3885	2228
HAH_RS11655	NC_015948.1	2320305	2320904	-	600	645	1569	1316	1430	733	1471	938	876	1078	1378	526	877	1251	1059	706	1181	998	1068	1278	1317
HAH_RS11660	NC_015948.1	2320901	2321557	-	657	773	1717	1458	1997	834	1933	1305	1141	1397	1760	692	1063	1408	1341	1002	1446	1354	1252	1644	1374
HAH_RS11665	NC_015948.1	2321854	2322105	+	252	919	1978	1800	2001	1023	1486	2437	1764	1245	2072	637	1379	1456	1329	1129	2125	1431	1540	1999	1690
HAH_RS11670	NC_015948.1	2322102	2322572	+	471	1875	3721	3363	3449	1827	2862	4717	3743	2244	3650	1249	2762	3040	2469	2206	3854	3034	2865	3924	3241
HAH_RS11675	NC_015948.1	2322886	2323905	+	1020	80	221	235	164	1285	117	157	128	100	145	50	130	124	145	152	103	126	144	152	186
HAH_RS11680	NC_015948.1	2323912	2326344	+	2433	789	1683	1883	1104	5939	774	1870	1464	706	977	330	1475	1518	1810	1897	1667	1457	1478	1867	1832
HAH_RS11685	NC_015948.1	2326612	2327256	+	645	417	860	786	516	606	362	1037	847	405	628	207	700	939	728	626	810	813	838	1061	807
HAH_RS11690	NC_015948.1	2327376	2328965	+	1590	1260	2923	2399	2547	1215	2100	3567	3077	1564	1686	746	2393	2481	1843	1392	2778	2972	2309	3725	2257
HAH_RS11695	NC_015948.1	2329022	2330401	+	1380	1469	2851	3052	3430	2788	2713	2156	2195	2470	3418	1341	1984	2557	2448	2354	2634	2351	2286	3096	2845
HAH_RS11700	NC_015948.1	2330516	2331706	-	1191	461	953	874	564	564	488	642	520	430	429	237	549	703	586	429	655	703	526	756	940
HAH_RS11705	NC_015948.1	2331786	2332850	-	1065	143	352	256	287	413	211	193	145	162	248	107	195	238	263	166	160	184	189	230	251
HAH_RS11710	NC_015948.1	2333000	2334523	+	1524	265	493	536	812	806	468	631	609	331	714	272	508	671	669	646	478	485	534	630	502
HAH_RS11715	NC_015948.1	2334642	2335190	+	549	995	1992	2511	2284	4240	2041	1500	1993	1665	2305	975	1288	1774	1944	2161	1437	1681	1665	1972	2512
HAH_RS11720	NC_015948.1	2335209	2335511	-	303	198	475	406	127	415	122	404	275	117	172	65	362	419	381	330	472	382	335	510	393
HAH_RS11725	NC_015948.1	2335629	2336048	+	420	391	819	1005	782	1198	671	996	993	499	885	273	743	1002	1043	865	877	823	840	1061	930
HAH_RS11730	NC_015948.1	2336111	2337142	+	1032	2884	5845	4771	3877	4936	3085	6026	4489	3194	3470	1716	4713	5343	4276	3580	4909	5057	4533	6606	4611
HAH_RS11735	NC_015948.1	2337256	2338569	-	1314	235	562	386	368	222	217	911	929	172	315	100	456	612	435	343	440	450	451	710	445
HAH_RS11740	NC_015948.1	2338689	2339522	-	834	1446	2212	648	592	482	601	21162	21176	495	693	194	4627	9424	5689	2763	5568	7181	6650	7932	636
HAH_RS11745	NC_015948.1	2340090	2342558	-	2469	100370	273556	9549	5227	15360	7374	104263	102845	116082	8631	4234	176069	188249	241040	223786	216726	189101	185065	229369	4885
HAH_RS11750	NC_015948.1	2342635	2343414	-	780	1148	2373	2531	2166	1778	1778	1471	1376	1244	1959	730	1415	1943	1994	2013	1792	1755	1669	2198	2185
HAH_RS11755	NC_015948.1	2343414	2343980	-	567	1125	2356	2608	2209	1825	1839	1597	1422	1458	2028	756	1509	1728	1966	2159	1636	1662	1615	2033	2317
HAH_RS11760	NC_015948.1	2344151	2346280	+	2130	73321	143249	138588	226508	104901	215811	183830	172216	154031	172873	87535	112588	146181	121651	106064	99647	142198	128318	179664	126388
HAH_RS11765	NC_015948.1	2346281	2347108	+	828	2227	4079	3589	7005	4684	5674	8428	8606	4051	4988	2223	3762	5347	3813	2908	4177	4784	4292	6272	3990
HAH_RS11770	NC_015948.1	2347105	2347608	-	504	1218	2729	2493	2581	1342	2315	3527	2283	1878	3281	1127	2251	2487	2133	1880	2986	2537	2487	3335	2515
HAH_RS11775	NC_015948.1	2347839	2348840	-	1002	718	1542	1343	975	1067	832	995	914	977	1132	441	939	1224	1182	1268	1175	1060	1030	1339	1285
HAH_RS11780	NC_015948.1	2348958	2349965	-	1008	1058	2088	2700	2299	3181	2190	1262	1598	2912	2726	1332	1478	1941	2640	2940	1744	1842	1795	2074	2307
HAH_RS11785	NC_015948.1	2350134	2350826	+	693	253	606	657	327	755	334	461	435	304	432	170	344	514	566	562	516	437	407	582	584
HAH_RS11790	NC_015948.1	2350816	2351145	+	330	158	348	347	156	418	160	180	248	151	211	91	140	226	268	258	225	208	203	253	334
HAH_RS11795	NC_015948.1	2351146	2351709	-	564	735	1477	1413	1199	1424	942	1549	1598	832	1150	489	1303	1896	1890	1410	1572	1560	1636	1932	1344
HAH_RS11800	NC_015948.1	2351714	2352481	-	768	2210	4552	4252	3871	3136	3881	3719	3486	3009	3833	1708	3117	4160	3895	3124	3577	3688	3576	4709	3823
HAH_RS11805	NC_015948.1	2352533	2353276	-	744	1109	2348	2017	804	1461	829	1517	1287	634	780	283	1574	1939	1734	1439	1931	1768	1800	2363	1916
HAH_RS11810	NC_015948.1	2353410	2354381	-	972	149	286	218	240	112	186	321	190	114	216	79	147	198	129	125	177	164	145	198	230
HAH_RS11815	NC_015948.1	2354486	2355511	+	1026	1776	3700	3991	4520	3239	4289	3770	3696	2457	3634	1560	3328	4407	4259	4168	3940	3986	3813	4898	3203
HAH_RS11820	NC_015948.1	2355548	2356351	-	804	4453	9093	9334	12039	10657	11857	6208	7310	13927	13309	6567	4777	6684	6517	7130	6178	6076	5675	7568	9826
HAH_RS11825	NC_015948.1	2356354	2356734	-	381	3875	8515	9657	8322	13270	7702	5695	6274	10013	9373	4244	4762	5520	6889	9773	5460	5386	5629	6718	9615
HAH_RS11830	NC_015948.1	2356918	2357556	+	639	5898	12554	13739	8251	8145	7702	8606	8158	8866	8244	4010	8742	9693	9484	8660	12037	9893	9037	11809	10929
HAH_RS11835	NC_015948.1	2357550	2358473	+	924	3389	9148	7448	6898	4754	7528	4913	4486	7554	7565	3226	5842	5951	6066	4286	9702	5695	6407	8512	8428
HAH_RS11840	NC_015948.1	2358464	2359267	+	804	4711	12152	10630	8076	5944	8799	5781	5244	9805	8026	4152	7002	8150	7302	5163	9756	7442	6740	9804	10346
HAH_RS11845	NC_015948.1	2359267	2359806	+	540	3708	8631	8014	5686	4236	5556	3971	3387	6859	5821	2744	4961	4995	4691	4010	6461	5354	4562	6358	7265
HAH_RS11850	NC_015948.1	2359871	2360929	+	1059	1747	4043	3519	3313	3083	3088	3560	3217	2884	3090	1395	3057	3383	3125	2451	3599	3257	3068	4216	3649
HAH_RS11855	NC_015948.1	2360922	2361638	+	717	663	1421	1111	1372	1127	1211	1190	960	1051	1178	551	898	1035	810	605	1017	905	867	1317	1012
HAH_RS11860	NC_015948.1	2361708	2362358	+	651	990	1955	1705	1548	1420	1424	2057	1833	1295	1651	601	1491	1793	1482	1235	1796	1755	1755	2264	1533
HAH_RS20135	NC_015948.1	2362355	2362597	-	243	191	428	418	137	655	158	222	183	142	177	65	292	247	316	297	260	298	249	320	395
HAH_RS11870	NC_015948.1	2362792	2363433	-	642	664	1553	1489	495	2152	398	758	636	414	547	154	961	988	1301	1436	1148	909	1004	1261	1595
HAH_RS11875	NC_015948.1	2363602	2365080	+	1479	3824	8478	10236	7617	15074	7958	4951	5542	7724	6956	3363	4927	6492	9067	10398	6133	5808	5934	7417	9505
HAH_RS11880	NC_015948.1	2365141	2365908	+	768	904	2085	1751	1328	1303	1146	1098	1090	997	1322	518	1219	1512	1412	1394	1315	1287	1290	1707	1525
HAH_RS11885	NC_015948.1	2365905	2366462	+	558	420	954	673	466	671	360	477	511	365	365	156	572	668	722	764	599	559	565	726	651
HAH_RS11890	NC_015948.1	2366670	2366903	-	234	2087	5247	3918	1781	1261	855	8145	5437	1179	1456	537	4364	4194	2989	2082	6298	4165	4156	5853	4901
HAH_RS11895	NC_015948.1	2367216	2368031	-	816	1884	3754	2568	2759	870	2668	3630	2184	1969	2148	1079	1771	2030	956	508	2244	1951	1645	2465	2755
HAH_RS11900	NC_015948.1	2368100	2369704	-	1605	481	885	793	1374	764	1158	765	799	1591	1618	751	534	717	663	667	602	683	641	728	860
HAH_RS11905	NC_015948.1	2369847	2370359	+	513	455	843	947	807	1003	717	800	958	890	1312	413	869	1017	1389	2025	860	916	1092	1134	778
HAH_RS11910	NC_015948.1	2370419	2370952	-	534	21	37	59	18	44	17	17	23	20	19	6	27	29	34	83	44	31	33	38	72
HAH_RS11915	NC_015948.1	2370949	2371353	-	405	12	29	46	16	26	12	12	11	14	10	6	17	19	27	50	30	14	11	20	37
HAH_RS11920	NC_015948.1	2371346	2372050	-	705	31	62	69	30	48	19	20	13	13	32	6	33	33	47	43	34	41	30	37	67
HAH_RS11925	NC_015948.1	2372047	2372493	-	447	18	45	59	22	22	12	14	17	6	21	5	16	18	22	21	16	19	22	23	54
HAH_RS11930	NC_015948.1	2372486	2373211	-	726	39	82	91	32	31	25	34	32	15	23	8	44	52	60	66	45	35	42	40	96
HAH_RS11935	NC_015948.1	2373208	2374395	-	1188	117	196	256	121	149	64	185	229	18	99	26	99	175	177	191	128	136	161	194	274
HAH_RS19155	NC_015948.1	2374592	2377198	-	2607	560	1086	1173	1304	2009	752	1646	1269	924	1657	337	904	1035	1137	1310	1274	1133	832	1481	1320
HAH_RS19160	NC_015948.1	2377195	2378106	-	912	214	479	570	395	782	208	564	427	265	552	109	284	284	342	366	319	313	237	439	544
HAH_RS11950	NC_015948.1	2378150	2379496	-	1347	52	91	97	53	83	36	85	72	24	46	20	94	95	114	124	83	82	87	111	77
HAH_RS11955	NC_015948.1	2379874	2380395	+	522	2696	5818	9336	2459	13790	1446	15881	8650	2235	2897	1212	15049	15909	18076	16454	17606	14952	14380	19414	8927
HAH_RS11960	NC_015948.1	2380479	2381156	+	678	2032	4228	5655	1947	8383	1498	6158	4631	1468	1919	842	6112	7287	8358	8180	6919	6553	6417	8077	5351
HAH_RS11965	NC_015948.1	2381253	2382026	+	774	533	964	1008	576	2046	429	2080	1802	427	566	213	1373	1762	2071	2100	1427	1512	1585	1700	1025
HAH_RS11970	NC_015948.1	2382262	2383485	+	1224	2774	5747	4805	4090	2661	3494	6350	5856	3021	3489	1529	3972	5082	4204	3441	4613	4278	4364	5538	4739
HAH_RS11975	NC_015948.1	2383573	2384424	+	852	2700	5801	4433	3638	1958	3088	5941	4710	2180	3040	1311	4023	4545	3395	2408	4515	4269	4029	5753	4195
HAH_RS11980	NC_015948.1	2384431	2385921	-	1491	4002	8753	9738	5833	5149	5094	6936	6740	3769	4662	2095	6919	8520	8371	8413	7327	7665	7568	9238	8741
HAH_RS11985	NC_015948.1	2386063	2387118	+	1056	9734	22780	20692	5275	10074	3994	16552	11047	8627	6715	3213	13335	14311	11296	9144	15289	13750	12755	17863	18058
HAH_RS11990	NC_015948.1	2387133	2387462	-	330	1326	2731	2304	1461	1546	1135	3142	2011	1066	1394	567	2592	2652	2373	2169	2916	2581	2384	3405	2713
HAH_RS11995	NC_015948.1	2387592	2388536	-	945	4211	8601	7373	5263	4883	3852	5421	5120	3967	4759	2136	7767	7149	7671	7169	7701	7747	6863	9415	8524
HAH_RS12000	NC_015948.1	2388587	2393122	-	4536	10150	21621	20455	9270	11372	7821	19875	17891	7493	7011	3455	15305	19192	14033	11083	17513	18386	16730	23021	19541
HAH_RS12005	NC_015948.1	2393249	2395243	-	1995	3817	8265	7127	4684	3104	3973	7873	5604	4940	4607	2416	8628	9910	8053	5942	9283	9100	8108	11172	6535
HAH_RS12010	NC_015948.1	2395341	2395676	+	336	161	317	362	233	262	184	506	414	113	239	56	351	442	425	352	644	342	318	546	269
HAH_RS12015	NC_015948.1	2396037	2396801	-	765	486	992	749	1063	722	1066	866	546	688	968	365	482	657	426	238	661	677	570	802	876
HAH_RS12020	NC_015948.1	2397216	2398523	+	1308	961	1912	1618	1841	1129	1741	3737	3067	1252	1357	730	2545	3197	2857	2292	2972	3161	3088	4121	1627
HAH_RS12025	NC_015948.1	2398569	2398949	-	381	70	137	154	130	102	129	346	229	49	116	27	149	196	108	84	217	142	190	205	149
HAH_RS12030	NC_015948.1	2399052	2402102	+	3051	37	77	93	242	43	220	30	37	91	155	101	15	19	20	23	22	19	23	23	93
HAH_RS12035	NC_015948.1	2402428	2403726	-	1299	190	456	437	751	380	633	447	316	272	534	164	448	429	456	443	488	481	418	582	404
HAH_RS12040	NC_015948.1	2403850	2404980	-	1131	605	1203	1171	3824	1364	3854	1040	908	1564	2462	938	1044	1300	1042	751	1364	1233	1051	1461	998
HAH_RS12045	NC_015948.1	2405131	2405901	+	771	212	552	570	514	279	358	555	382	275	404	161	335	350	240	186	349	359	323	473	550
HAH_RS12050	NC_015948.1	2405962	2407125	-	1164	3552	9030	8103	4987	6513	4702	1090	712	2200	2944	1375	2700	2353	3322	2613	3506	3506	2347	3867	7060
HAH_RS12055	NC_015948.1	2407208	2408677	+	1470	1412	2221	2775	4088	6109	2383	3168	3517	1348	3010	847	2808	3815	3391	3003	2133	3001	3219	3273	2627
HAH_RS12060	NC_015948.1	2408857	2410512	-	1656	194	382	255	192	106	126	696	233	73	111	47	318	241	97	70	196	255	202	265	251
HAH_RS12065	NC_015948.1	2410684	2411478	+	795	71	188	166	228	170	185	247	196	96	130	45	165	197	103	85	128	186	145	204	119
HAH_RS12070	NC_015948.1	2411522	2412592	+	1071	255	504	393	1266	491	1324	663	479	569	781	339	521	500	302	188	424	500	450	516	400
HAH_RS12075	NC_015948.1	2412762	2414726	+	1965	665	1348	1083	2163	689	2139	2536	2009	1102	1191	580	1615	1997	1636	1163	1748	1786	1703	1993	1012
HAH_RS12080	NC_015948.1	2414754	2415971	-	1218	964	2172	1597	1907	1151	1153	2116	1142	651	922	437	1792	1799	867	534	1633	1800	1445	2056	1437
HAH_RS12085	NC_015948.1	2416140	2416841	+	702	330	597	708	2366	439	2354	1704	1394	719	1388	398	645	866	526	491	784	716	722	862	629
HAH_RS12090	NC_015948.1	2416878	2417687	-	810	1464	2621	1736	762	2116	747	5384	3387	407	557	238	2966	3827	1873	785	3082	3195	2979	4573	1785
HAH_RS12095	NC_015948.1	2417964	2418407	+	444	60	118	158	156	116	106	269	211	49	85	25	213	196	168	153	238	189	190	281	155
HAH_RS12100	NC_015948.1	2418438	2419577	-	1140	255	490	522	516	395	655	759	552	292	432	145	445	512	430	390	454	441	433	586	339
HAH_RS12105	NC_015948.1	2419679	2421049	+	1371	10	22	32	26	16	26	13	19	25	27	10	7	11	9	8	12	9	18	10	14
HAH_RS12110	NC_015948.1	2421053	2421940	+	888	8	9	7	14	5	15	5	6	6	12	5	6	6	5	5	4	6	7	6	5
HAH_RS12115	NC_015948.1	2421933	2423054	+	1122	3	10	12	16	7	13	5	2	15	17	12	4	4	6	2	4	4	5	6	18
HAH_RS12120	NC_015948.1	2423051	2423788	+	738	7	9	17	31	18	26	10	6	14	18	11	4	9	4	7	1	4	2	8	10
HAH_RS12125	NC_015948.1	2423785	2424501	+	717	1	11	14	65	17	73	9	13	24	45	14	9	12	9	12	10	8	9	7	20
HAH_RS12130	NC_015948.1	2425380	2425715	+	336	1622	3444	3543	1645	5240	1422	2525	2165	1289	1611	582	2645	2591	2872	2861	3584	3220	2822	4005	3928
HAH_RS12135	NC_015948.1	2426092	2427081	-	990	1943	4119	3959	3419	2573	3057	3869	3145	3585	4189	1780	3182	3433	3029	2495	3670	3295	3047	4133	3950
HAH_RS19770	NC_015948.1	2427200	2427349	-	150	3450	10513	7355	4185	6227	4014	7591	3762	3504	9397	1816	5626	6684	8037	5541	9763	4305	5801	7882	7565
HAH_RS12140	NC_015948.1	2427607	2428788	+	1182	1114	2144	2088	880	1946	820	1638	1195	620	873	424	1546	1928	1501	935	1664	1586	1400	1890	2005
HAH_RS12145	NC_015948.1	2429008	2430024	+	1017	37	109	135	112	208	62	183	143	30	89	16	128	150	211	348	162	100	138	166	140
