# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "00_genome/genomic.gff" "-o" "HCA_featureCounts_2022.txt" "03_aligned_sorted/10_WT_B_S18_sorted.bam" "03_aligned_sorted/11_WT_C_S19_sorted.bam" "03_aligned_sorted/12_WT_D_S20_sorted.bam" "03_aligned_sorted/13_TRMB_A_S21_sorted.bam" "03_aligned_sorted/14_TRMB_B_S22_sorted.bam" "03_aligned_sorted/15_TRMB_C_S23_sorted.bam" "03_aligned_sorted/16_TRMB_D_S24_sorted.bam" "03_aligned_sorted/17_WT_ref_S25_sorted.bam" "03_aligned_sorted/1_WT_A_S9_sorted.bam" "03_aligned_sorted/2_WT_B_S10_sorted.bam" "03_aligned_sorted/3_WT_C_S11_sorted.bam" "03_aligned_sorted/4_WT_D_S12_sorted.bam" "03_aligned_sorted/5_TRMB_A_S13_sorted.bam" "03_aligned_sorted/6_TRMB_B_S14_sorted.bam" "03_aligned_sorted/7_TRMB_C_S15_sorted.bam" "03_aligned_sorted/8_TRMB_D_S16_sorted.bam" "03_aligned_sorted/9_WT_A_S17_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	03_aligned_sorted/10_WT_B_S18_sorted.bam	03_aligned_sorted/11_WT_C_S19_sorted.bam	03_aligned_sorted/12_WT_D_S20_sorted.bam	03_aligned_sorted/13_TRMB_A_S21_sorted.bam	03_aligned_sorted/14_TRMB_B_S22_sorted.bam	03_aligned_sorted/15_TRMB_C_S23_sorted.bam	03_aligned_sorted/16_TRMB_D_S24_sorted.bam	03_aligned_sorted/17_WT_ref_S25_sorted.bam	03_aligned_sorted/1_WT_A_S9_sorted.bam	03_aligned_sorted/2_WT_B_S10_sorted.bam	03_aligned_sorted/3_WT_C_S11_sorted.bam	03_aligned_sorted/4_WT_D_S12_sorted.bam	03_aligned_sorted/5_TRMB_A_S13_sorted.bam	03_aligned_sorted/6_TRMB_B_S14_sorted.bam	03_aligned_sorted/7_TRMB_C_S15_sorted.bam	03_aligned_sorted/8_TRMB_D_S16_sorted.bam	03_aligned_sorted/9_WT_A_S17_sorted.bam
HAH_RS11845	NC_015948.1	2359267	2359806	+	540	3058	3939	2201	3270	2897	2998	3740	3651	3677	3423	2237	2007	3350	3290	2295	3567	3223
HAH_RS11850	NC_015948.1	2359871	2360929	+	1059	1521	2265	1174	1313	1210	1173	1633	2300	2289	2082	1797	1148	1939	1700	1698	1961	1701
HAH_RS11855	NC_015948.1	2360922	2361638	+	717	671	830	471	564	538	504	675	890	677	636	459	366	609	573	614	649	697
HAH_RS11860	NC_015948.1	2361708	2362358	+	651	1033	1360	719	663	661	541	790	1164	1196	1080	811	769	1036	919	1081	1010	1095
HAH_RS20135	NC_015948.1	2362355	2362597	-	243	225	251	154	88	77	79	109	459	303	249	159	193	255	267	267	270	270
HAH_RS11870	NC_015948.1	2362792	2363433	-	642	667	806	420	253	221	193	225	1658	806	658	445	466	613	669	688	658	804
HAH_RS11875	NC_015948.1	2363602	2365080	+	1479	4250	5112	3054	4177	3798	3715	4507	11552	6682	6798	4489	4957	6750	6570	5752	6603	5047
HAH_RS11880	NC_015948.1	2365141	2365908	+	768	854	927	699	635	628	573	681	1234	899	828	608	516	838	736	702	852	950
HAH_RS11885	NC_015948.1	2365905	2366462	+	558	305	383	278	219	193	174	199	495	425	414	276	212	383	318	309	392	345
HAH_RS11890	NC_015948.1	2366670	2366903	-	234	1390	1889	774	426	541	451	527	1024	923	856	835	570	683	1110	1038	1418	1470
HAH_RS11895	NC_015948.1	2367216	2368031	-	816	598	854	524	509	464	528	617	750	349	381	613	209	345	347	505	359	573
HAH_RS11900	NC_015948.1	2368100	2369704	-	1605	439	512	411	502	423	435	563	708	668	638	439	417	621	570	671	690	512
HAH_RS11905	NC_015948.1	2369847	2370359	+	513	638	802	661	449	414	380	491	767	1705	923	807	766	1059	797	1176	915	882
HAH_RS11910	NC_015948.1	2370419	2370952	-	534	29	29	12	22	17	13	14	40	34	33	19	39	25	42	29	39	29
HAH_RS11915	NC_015948.1	2370949	2371353	-	405	20	21	8	8	4	8	7	33	11	18	8	13	18	10	12	22	11
HAH_RS11920	NC_015948.1	2371346	2372050	-	705	19	25	20	13	11	16	17	30	31	29	13	14	32	17	24	21	29
HAH_RS11925	NC_015948.1	2372047	2372493	-	447	19	14	12	3	10	11	14	16	21	23	7	5	19	20	15	13	32
HAH_RS11930	NC_015948.1	2372486	2373211	-	726	51	42	36	12	15	15	8	41	20	33	20	20	39	28	24	44	57
HAH_RS11935	NC_015948.1	2373208	2374395	-	1188	168	117	117	35	26	21	33	145	148	146	146	106	188	126	173	176	124
HAH_RS19155	NC_015948.1	2374592	2377198	-	2607	1121	1435	1014	1152	1224	1000	1522	1495	2804	2204	1394	1242	2077	1696	2346	1969	1601
HAH_RS19160	NC_015948.1	2377195	2378106	-	912	391	392	378	280	286	263	368	608	616	512	330	267	452	376	553	461	501
HAH_RS11950	NC_015948.1	2378150	2379496	-	1347	60	37	21	16	18	16	15	78	39	24	39	19	31	48	42	48	39
HAH_RS11955	NC_015948.1	2379874	2380395	+	522	10874	10317	4590	4607	4975	4703	5818	11988	16458	12203	7505	8689	12244	17477	13663	14829	13275
HAH_RS11960	NC_015948.1	2380479	2381156	+	678	4028	4313	1992	1111	1111	997	1151	6644	7039	6127	4406	4375	6000	6773	7020	6660	5076
HAH_RS11965	NC_015948.1	2381253	2382026	+	774	880	1199	575	433	447	454	474	1707	1841	1625	1365	1013	1500	1325	1561	1480	1195
HAH_RS11970	NC_015948.1	2382262	2383485	+	1224	3007	4507	1956	2069	1992	1841	2217	2490	3414	3224	2388	2035	2954	2898	2937	3061	3522
HAH_RS11975	NC_015948.1	2383573	2384424	+	852	2272	3452	1647	1544	1636	1540	1815	1882	2343	2220	1738	1203	2039	1937	2038	2090	2582
HAH_RS11980	NC_015948.1	2384431	2385921	-	1491	4173	4777	2735	2380	2365	2268	2661	4049	5488	4711	3304	3614	4517	4351	4397	5138	4792
HAH_RS11985	NC_015948.1	2386063	2387118	+	1056	6527	10766	4362	2856	3037	2988	4050	9015	5356	5458	4694	3665	4785	5275	5219	5457	7126
HAH_RS11990	NC_015948.1	2387133	2387462	-	330	1107	1830	813	652	633	627	742	1217	1375	1086	952	812	1105	1135	1431	1495	1265
HAH_RS11995	NC_015948.1	2387592	2388536	-	945	2929	4725	1845	1535	1728	1784	1906	3873	3707	3397	2986	2452	3279	3871	4519	4540	3546
HAH_RS12000	NC_015948.1	2388587	2393122	-	4536	7881	12507	4812	2936	3108	3088	3540	10105	10728	10182	6890	6385	9906	11336	9766	12087	9354
HAH_RS12005	NC_015948.1	2393249	2395243	-	1995	2947	4904	1783	1902	2177	2177	2783	2790	4139	3233	2834	2079	2964	3157	3234	3527	3589
HAH_RS12010	NC_015948.1	2395341	2395676	+	336	219	204	152	95	114	95	124	220	204	184	125	196	157	133	181	205	239
HAH_RS12015	NC_015948.1	2396037	2396801	-	765	392	368	266	438	364	365	508	609	202	197	197	125	194	179	254	262	346
HAH_RS12020	NC_015948.1	2397216	2398523	+	1308	1042	1316	517	1792	1596	1545	2100	955	875	807	667	557	748	945	835	1005	1193
HAH_RS12025	NC_015948.1	2398569	2398949	-	381	91	87	50	80	74	80	88	95	46	49	67	34	44	32	67	32	89
HAH_RS12030	NC_015948.1	2399052	2402102	+	3051	56	24	35	100	74	110	105	40	14	11	19	8	9	19	21	10	52
HAH_RS12035	NC_015948.1	2402428	2403726	-	1299	305	347	289	431	431	391	469	319	377	333	275	218	321	288	304	305	361
HAH_RS12040	NC_015948.1	2403850	2404980	-	1131	876	1061	806	1622	1544	1644	1931	1024	685	691	646	424	643	688	737	642	940
HAH_RS12045	NC_015948.1	2405131	2405901	+	771	287	306	184	165	198	216	204	210	167	151	104	101	117	185	138	139	327
HAH_RS12050	NC_015948.1	2405962	2407125	-	1164	4821	5545	3031	2707	2752	2796	2934	5874	3306	3201	2280	2515	2889	3223	3366	3321	5709
HAH_RS12055	NC_015948.1	2407208	2408677	+	1470	2886	4889	2374	2494	2344	2461	2966	6089	4371	3632	3822	2381	3382	3115	3841	3125	3326
HAH_RS12060	NC_015948.1	2408857	2410512	-	1656	102	115	96	104	97	101	103	77	34	37	76	18	25	28	36	35	98
HAH_RS12065	NC_015948.1	2410684	2411478	+	795	227	249	201	655	536	435	748	146	69	76	93	57	65	114	96	105	238
HAH_RS12070	NC_015948.1	2411522	2412592	+	1071	549	675	419	1455	1369	1218	1720	455	322	318	371	164	274	332	380	343	639
HAH_RS12075	NC_015948.1	2412762	2414726	+	1965	619	1013	296	749	753	825	877	634	461	517	648	331	472	595	638	576	614
HAH_RS12080	NC_015948.1	2414754	2415971	-	1218	1445	1864	1274	2500	2391	2822	3653	1018	628	632	825	356	539	823	693	798	1529
HAH_RS12085	NC_015948.1	2416140	2416841	+	702	590	522	460	707	638	670	834	414	478	474	510	310	404	365	519	442	507
HAH_RS12090	NC_015948.1	2416878	2417687	-	810	1489	1905	1344	1347	1250	1217	1560	1655	755	859	720	526	704	897	890	946	1583
HAH_RS12095	NC_015948.1	2417964	2418407	+	444	100	86	55	67	74	60	105	85	81	79	68	60	85	78	80	109	104
HAH_RS12100	NC_015948.1	2418438	2419577	-	1140	225	294	147	148	166	175	181	329	186	202	237	119	151	174	210	202	214
HAH_RS12105	NC_015948.1	2419679	2421049	+	1371	6	9	4	9	4	6	14	13	6	4	4	4	6	3	4	1	7
HAH_RS12110	NC_015948.1	2421053	2421940	+	888	1	2	7	5	2	4	6	3	0	1	1	5	3	3	2	2	8
HAH_RS12115	NC_015948.1	2421933	2423054	+	1122	6	2	5	9	8	17	4	7	3	5	1	2	2	2	7	4	7
HAH_RS12120	NC_015948.1	2423051	2423788	+	738	7	6	5	6	16	13	13	8	7	4	4	3	7	2	2	8	2
HAH_RS12125	NC_015948.1	2423785	2424501	+	717	8	5	9	22	20	17	27	16	6	9	9	7	13	13	8	6	3
HAH_RS12130	NC_015948.1	2425380	2425715	+	336	2175	1984	1208	1102	1169	934	1189	2887	2165	1580	746	1197	1556	1794	1367	1875	2595
HAH_RS12135	NC_015948.1	2426092	2427081	-	990	2539	3023	1591	2356	2255	2045	2613	2188	2604	2364	1791	1731	2327	2397	2391	2406	2774
HAH_RS19770	NC_015948.1	2427200	2427349	-	150	7329	4604	5140	3031	2646	1570	2951	5380	5261	3769	2186	4766	2866	2445	2897	4058	7175
HAH_RS12140	NC_015948.1	2427607	2428788	+	1182	1485	1642	946	818	800	792	942	1805	1180	1126	862	644	1081	985	1146	966	1451
HAH_RS12145	NC_015948.1	2429008	2430024	+	1017	116	103	84	86	85	62	72	184	293	209	159	174	220	165	186	191	150
HAH_RS12150	NC_015948.1	2430017	2430214	+	198	25	29	15	31	36	27	27	34	40	27	17	23	25	29	27	21	48
HAH_RS20140	NC_015948.1	2430365	2431006	+	642	96	130	54	65	76	69	60	119	125	100	88	82	89	104	98	106	101
HAH_RS12160	NC_015948.1	2431174	2431968	+	795	1385	2092	1066	1034	1214	1074	1380	2532	2679	2187	1486	1527	2129	1984	2363	2108	1953
HAH_RS12165	NC_015948.1	2431998	2432381	-	384	1126	1327	958	1153	1066	846	1318	1095	1735	1480	1103	1026	1448	1025	1665	1383	1454
HAH_RS12170	NC_015948.1	2432612	2432685	-	74	86	50	102	35	45	27	31	61	128	111	55	56	86	39	78	66	104
HAH_RS12175	NC_015948.1	2432952	2433578	+	627	16632	21066	12826	11253	10299	9300	11180	13809	16040	13487	12172	9667	12656	12269	14248	13461	18379
HAH_RS12180	NC_015948.1	2433816	2433992	+	177	19458	22787	13118	19286	17947	15663	22829	14707	24965	17200	12768	12453	15359	17407	16758	21091	22025
HAH_RS12185	NC_015948.1	2433995	2435233	+	1239	136783	179801	89456	157796	143877	145501	184976	118292	170962	139522	107937	92653	141619	163259	141334	155047	166096
HAH_RS12190	NC_015948.1	2435313	2436308	-	996	2584	3216	1894	1614	1617	1521	1756	4639	5891	5203	3247	3371	5625	4635	5366	4803	3182
HAH_RS12195	NC_015948.1	2436396	2437094	-	699	451	610	306	277	294	260	310	552	508	498	426	320	487	498	409	490	514
HAH_RS12200	NC_015948.1	2437185	2438210	-	1026	435	412	267	107	122	105	166	756	280	313	331	206	262	336	393	340	338
HAH_RS12205	NC_015948.1	2438381	2439859	+	1479	547	879	365	179	227	202	222	621	465	427	369	280	430	734	505	703	513
HAH_RS12210	NC_015948.1	2439942	2440592	+	651	1150	1299	926	783	752	699	950	1178	1422	1285	814	972	1329	1080	1144	1274	1360
HAH_RS12215	NC_015948.1	2440957	2441739	+	783	543	758	589	493	470	473	498	477	978	758	593	534	648	603	723	741	695
HAH_RS12220	NC_015948.1	2441779	2442210	+	432	80	117	80	42	48	45	48	79	77	78	80	48	82	96	94	112	85
HAH_RS12225	NC_015948.1	2442203	2442793	+	591	149	139	78	44	48	62	51	84	84	79	63	51	47	80	100	103	92
HAH_RS12230	NC_015948.1	2442771	2443517	-	747	1146	1195	891	577	562	469	626	2281	1836	1921	1334	1275	1925	1432	1678	1706	1319
HAH_RS12235	NC_015948.1	2443666	2444499	-	834	3359	3757	2711	3182	3232	3155	3698	6949	5200	4934	3182	3585	5022	5066	4874	5181	3777
HAH_RS12240	NC_015948.1	2444619	2444933	-	315	79	84	67	47	39	52	32	162	80	63	77	43	79	106	108	138	77
HAH_RS12245	NC_015948.1	2445175	2445924	+	750	183	196	127	100	80	83	94	279	238	259	157	174	222	206	206	229	210
HAH_RS12250	NC_015948.1	2446000	2446794	-	795	2487	3226	1931	2256	2117	1773	2322	4863	3096	2938	2109	2105	3046	2733	3039	3030	2891
HAH_RS12255	NC_015948.1	2447245	2447721	-	477	988	1000	709	1489	1225	1006	1841	1470	675	519	429	362	464	877	627	756	1248
HAH_RS12260	NC_015948.1	2447866	2448543	-	678	96	103	69	74	71	51	84	232	95	109	86	70	97	92	120	98	94
HAH_RS12265	NC_015948.1	2448632	2450269	+	1638	59	64	44	33	21	32	41	207	76	49	52	34	39	57	56	62	57
HAH_RS12270	NC_015948.1	2450334	2450858	+	525	1194	1645	972	1063	959	801	1113	1091	2004	1806	1398	1246	1773	1537	1899	1700	1473
HAH_RS12275	NC_015948.1	2450855	2451274	+	420	1622	1973	1272	1218	1196	1072	1390	2099	2711	2529	1849	1820	2507	2165	2485	2304	1819
HAH_RS12280	NC_015948.1	2451378	2452562	+	1185	399	538	213	139	126	106	132	420	342	333	254	179	266	382	376	419	378
HAH_RS12285	NC_015948.1	2452567	2453952	-	1386	97	124	58	38	46	50	42	189	85	101	81	58	112	85	115	121	95
HAH_RS12290	NC_015948.1	2454461	2455369	+	909	1486	1851	1267	1288	1167	1134	1336	2477	2743	2074	1402	1513	2370	2296	1867	2122	1838
HAH_RS12295	NC_015948.1	2456065	2456487	+	423	947	26998	2026	957	852	786	1989	1559	12191	6864	8416	1422	7200	1322	15282	7361	1641
HAH_RS12300	NC_015948.1	2456658	2456984	+	327	282	1499	230	139	152	112	170	239	1012	750	1026	192	657	269	1531	640	417
HAH_RS12305	NC_015948.1	2457159	2458820	-	1662	775	617	566	627	639	610	596	663	533	439	279	306	402	441	354	406	804
HAH_RS12310	NC_015948.1	2459031	2460980	+	1950	461	772	246	193	229	247	229	483	247	279	238	151	229	252	289	244	530
HAH_RS12315	NC_015948.1	2460984	2461937	+	954	112	230	48	32	43	35	37	153	67	64	50	39	56	81	70	73	140
HAH_RS12320	NC_015948.1	2461941	2462978	+	1038	162	233	89	43	52	47	53	307	122	153	108	118	109	119	150	165	177
HAH_RS12325	NC_015948.1	2462978	2464156	+	1179	156	243	91	62	77	77	90	202	130	150	110	66	119	146	134	154	150
HAH_RS12330	NC_015948.1	2464149	2465465	+	1317	209	300	92	115	109	120	112	256	154	160	133	118	123	177	163	171	191
HAH_RS12335	NC_015948.1	2465508	2466038	+	531	742	1000	484	327	345	290	415	624	603	533	441	398	524	517	535	495	762
HAH_RS12340	NC_015948.1	2466072	2467115	-	1044	2646	4004	2033	2616	2456	2437	2943	2789	3768	3307	2436	2051	3292	3267	3448	3446	2977
HAH_RS12345	NC_015948.1	2467108	2468067	-	960	2388	3561	1850	2282	2208	2302	2768	2515	3481	3020	2095	1846	2740	2689	2943	3016	2745
HAH_RS12350	NC_015948.1	2468195	2469079	+	885	923	1244	673	703	720	658	818	911	880	801	558	508	716	786	731	811	1049
HAH_RS12355	NC_015948.1	2469076	2469807	+	732	416	507	324	247	254	255	248	450	420	413	288	277	373	362	306	366	466
HAH_RS12360	NC_015948.1	2470091	2470417	+	327	1678	1918	1051	754	810	559	803	1037	1610	1254	899	1135	1248	1004	1184	1314	1920
HAH_RS12365	NC_015948.1	2470496	2471290	+	795	1106	1694	644	346	482	390	416	1052	1280	1126	959	867	1020	1130	1147	1258	1150
HAH_RS12370	NC_015948.1	2471315	2472334	-	1020	945	828	721	1238	994	669	1010	1712	961	846	639	617	799	781	788	750	985
HAH_RS12375	NC_015948.1	2472564	2473349	-	786	1764	1851	1206	986	925	795	954	4111	2687	2547	1879	1853	2799	2380	2389	2407	1998
HAH_RS12380	NC_015948.1	2473445	2473846	+	402	133	97	128	173	148	77	134	185	130	117	45	83	95	77	68	103	135
HAH_RS12385	NC_015948.1	2473911	2474873	-	963	907	1159	716	1311	1029	934	1251	1736	4018	3759	2166	1978	4037	2177	2621	2138	1209
HAH_RS12390	NC_015948.1	2475038	2475310	+	273	744	912	581	289	294	212	290	756	927	806	699	700	872	720	997	821	874
HAH_RS12395	NC_015948.1	2475341	2475742	-	402	144	203	108	74	103	82	80	157	154	131	118	87	124	122	169	141	170
HAH_RS12400	NC_015948.1	2475834	2476202	+	369	929	1175	600	583	612	500	591	1199	1547	1319	1007	991	1324	1201	1436	1242	1146
HAH_RS12405	NC_015948.1	2476330	2476584	+	255	349	295	262	169	149	117	167	392	412	382	325	311	328	231	420	369	310
HAH_RS12410	NC_015948.1	2476595	2476963	+	369	307	340	332	194	214	168	217	447	377	435	360	304	377	328	444	352	347
HAH_RS12415	NC_015948.1	2476947	2477312	-	366	421	399	303	277	241	211	291	608	284	266	324	215	267	248	381	250	397
HAH_RS12420	NC_015948.1	2477349	2479295	-	1947	5962	6308	5876	9618	8359	9608	10178	7919	3159	2913	3076	2028	2738	3081	4583	3104	6285
HAH_RS12425	NC_015948.1	2479554	2480144	+	591	33057	42422	19646	12416	12349	10734	13862	51189	66714	50593	30806	35970	50959	42930	40791	48470	43642
HAH_RS12430	NC_015948.1	2480313	2480636	+	324	567	561	331	121	158	104	89	1378	1518	1378	993	976	1303	958	1499	1216	719
HAH_RS12435	NC_015948.1	2480732	2481028	+	297	330	298	228	108	156	124	114	479	429	481	405	284	408	422	575	590	393
HAH_RS12440	NC_015948.1	2481088	2482113	-	1026	247	302	243	280	254	317	311	304	230	261	175	148	260	210	205	242	309
HAH_RS12445	NC_015948.1	2482110	2482835	-	726	343	394	322	398	332	315	414	215	260	299	205	178	300	257	295	361	333
HAH_RS12450	NC_015948.1	2482884	2483855	-	972	3658	5209	3119	4863	4560	4335	5655	2238	3232	3309	2592	1877	3121	3345	3318	3575	4069
HAH_RS12455	NC_015948.1	2484112	2485692	-	1581	7206	10355	5498	5396	4993	4908	5897	6836	7813	7292	5595	4464	6410	6914	7317	7350	7403
HAH_RS12460	NC_015948.1	2485821	2486105	+	285	596	659	470	642	682	544	762	650	532	487	474	324	478	451	581	459	589
HAH_RS12465	NC_015948.1	2486172	2487545	+	1374	7839	11849	5202	4509	4791	4469	4956	10262	17442	15330	10969	9985	15527	13167	16250	14093	9452
HAH_RS12470	NC_015948.1	2487829	2488569	+	741	548	617	451	607	601	637	629	931	669	656	472	392	694	616	725	750	558
HAH_RS12475	NC_015948.1	2488566	2490176	+	1611	1355	1293	1122	1419	1443	1563	1613	2057	1339	1397	807	903	1370	1404	1148	1632	1317
HAH_RS12480	NC_015948.1	2490173	2490775	-	603	869	1262	612	593	603	478	618	730	884	909	643	590	821	765	763	810	957
HAH_RS12485	NC_015948.1	2490846	2492024	+	1179	2622	3764	1842	2034	1901	1887	2263	2721	3040	2649	1788	1640	2498	2662	2358	2694	3127
HAH_RS12490	NC_015948.1	2492047	2492340	-	294	1662	1644	1209	976	972	733	1020	1007	1450	1340	928	1202	1176	966	1300	1189	1675
HAH_RS12495	NC_015948.1	2492507	2493187	-	681	449	638	327	315	303	263	328	785	613	492	346	388	502	540	626	588	576
HAH_RS12500	NC_015948.1	2493643	2494947	-	1305	179	198	124	82	83	65	73	396	198	177	127	128	155	139	169	212	206
HAH_RS12505	NC_015948.1	2495097	2495954	+	858	6522	8438	4768	3559	3763	3545	3946	15005	9396	8235	5963	6356	8093	7797	8087	7785	7679
HAH_RS12510	NC_015948.1	2495993	2496385	+	393	7367	9372	4935	5009	5211	4596	5972	12452	13442	11372	7189	8291	10904	9017	10674	9741	8783
HAH_RS12515	NC_015948.1	2496793	2497560	-	768	201	239	225	213	165	163	253	610	441	388	246	227	400	366	467	399	236
HAH_RS12520	NC_015948.1	2497557	2498501	-	945	1050	1153	847	539	525	437	555	1689	1677	1659	1451	1138	1445	1202	1914	1477	1194
HAH_RS12525	NC_015948.1	2498625	2498984	-	360	5565	7530	3668	4288	4649	4167	5317	6510	7174	6332	4314	3696	5642	5482	6193	5828	6512
HAH_RS12530	NC_015948.1	2499128	2499547	+	420	936	1313	548	209	167	206	246	1744	557	659	466	462	474	673	571	615	931
HAH_RS12535	NC_015948.1	2499574	2500053	-	480	2661	3651	1920	1960	1923	1714	2337	3951	4200	3555	2360	2523	3671	3170	3411	3361	3347
HAH_RS12540	NC_015948.1	2500149	2501060	+	912	2729	3796	2008	1337	1386	1281	1526	3168	3269	3133	2509	2097	3072	2532	2910	2956	3249
HAH_RS12545	NC_015948.1	2501057	2501428	-	372	690	594	365	83	94	57	89	1342	540	442	360	441	338	399	426	529	630
HAH_RS12550	NC_015948.1	2501542	2502357	-	816	1961	2294	1500	1308	1148	1137	1344	2174	2571	2319	1655	1551	2197	2027	2121	2212	2196
HAH_RS12555	NC_015948.1	2502456	2503430	-	975	3121	4007	2105	2323	2285	2077	2320	4224	4473	4031	3016	2774	3803	3619	4209	3686	3561
HAH_RS12560	NC_015948.1	2503520	2505022	-	1503	4304	8397	2993	2869	2965	3437	3874	6953	6820	5772	4702	3210	5119	6753	8677	7004	5036
HAH_RS12565	NC_015948.1	2505121	2506203	-	1083	1243	1638	736	761	781	754	925	1771	1793	1711	1124	1056	1601	1438	1332	1505	1378
HAH_RS12570	NC_015948.1	2506323	2508200	+	1878	9484	12956	7609	7019	6446	6535	7078	13928	22051	20614	13232	14219	22438	17090	20797	18107	11706
HAH_RS12575	NC_015948.1	2508353	2509174	+	822	1802	2520	1218	1030	879	838	1123	2566	3635	3220	2281	2160	3471	2823	3174	3116	2181
HAH_RS12580	NC_015948.1	2509176	2509733	+	558	1174	1574	734	608	585	471	685	1480	1851	1711	1161	1205	1825	1585	1693	1640	1354
HAH_RS12585	NC_015948.1	2509782	2510045	-	264	4904	6284	3373	3355	3226	2517	3701	4195	6083	5217	3797	3936	4621	3659	5072	4363	5948
HAH_RS12590	NC_015948.1	2510207	2510467	+	261	2341	2301	1616	1665	1531	1044	1685	3210	3449	3054	1806	2161	3109	2365	2831	2989	2678
HAH_RS12595	NC_015948.1	2510470	2512299	+	1830	14922	19785	11524	10916	10007	10915	11975	26415	30686	28192	17587	18638	30588	26331	26964	26827	18192
HAH_RS12600	NC_015948.1	2512577	2512792	-	216	422	474	306	130	124	91	115	673	670	624	679	437	586	422	876	665	426
HAH_RS12605	NC_015948.1	2512861	2513382	-	522	3160	3845	2790	2407	2341	1983	2575	5238	5152	5053	3694	3192	4714	3594	5463	4544	3775
HAH_RS12610	NC_015948.1	2513413	2513826	+	414	760	737	588	298	286	205	324	817	883	730	608	577	745	596	665	671	875
HAH_RS12615	NC_015948.1	2513846	2514718	+	873	1023	1103	958	569	476	443	551	1625	1559	1633	1056	1059	1649	1275	1377	1478	1137
HAH_RS12620	NC_015948.1	2514797	2515186	+	390	545	433	334	332	338	256	404	671	612	594	409	543	649	480	607	681	510
HAH_RS12625	NC_015948.1	2515316	2515984	+	669	6114	8800	4525	3987	3884	3642	4377	8000	7939	5862	3978	4650	5553	7442	6279	8116	7483
HAH_RS12630	NC_015948.1	2516315	2517067	+	753	1060	1454	1085	377	432	329	355	2177	722	762	705	487	734	714	978	801	1141
HAH_RS12635	NC_015948.1	2517116	2517382	-	267	4974	4703	3373	1890	1842	1301	1854	8392	8392	7008	5409	5593	6092	4468	8164	5811	5958
HAH_RS12640	NC_015948.1	2517498	2517659	+	162	1948	1204	1931	1554	1506	814	1425	2247	2359	1789	1007	1502	1569	1004	1545	1948	2215
HAH_RS12645	NC_015948.1	2517704	2518078	+	375	492	486	399	271	288	181	275	929	939	964	741	569	917	592	884	719	486
HAH_RS12650	NC_015948.1	2518075	2519475	+	1401	1810	2174	1303	804	849	791	797	3583	3412	3357	2585	1920	3194	2238	2415	2550	2090
HAH_RS12655	NC_015948.1	2519501	2520919	-	1419	3463	4679	2704	2112	1909	1868	2290	4733	4362	4599	3275	2650	4445	4052	3772	4132	3972
HAH_RS12660	NC_015948.1	2520965	2521543	-	579	1199	1349	637	564	645	563	622	2186	1022	731	528	442	690	982	677	1003	1462
HAH_RS12665	NC_015948.1	2521678	2524659	+	2982	6270	7209	5236	6117	5450	5443	6816	10845	9092	8188	5457	5897	8913	8363	8125	8092	7435
HAH_RS12670	NC_015948.1	2524742	2525509	+	768	242	202	189	164	176	126	210	1866	253	255	188	162	250	172	229	242	224
HAH_RS12675	NC_015948.1	2525615	2527522	+	1908	1926	3323	1095	821	856	952	1014	2593	1769	1546	1254	944	1394	2365	1631	2262	1995
HAH_RS12680	NC_015948.1	2527624	2528598	+	975	872	1049	649	403	412	337	405	1060	955	891	682	690	864	932	748	970	891
HAH_RS12685	NC_015948.1	2528641	2529027	-	387	628	584	493	425	405	336	490	505	589	607	396	420	571	514	488	579	623
HAH_RS12690	NC_015948.1	2529227	2530309	+	1083	8158	8769	4884	4262	4328	3934	5002	9253	8315	8093	5136	5916	7939	7940	6955	9349	8618
HAH_RS12695	NC_015948.1	2530374	2531378	+	1005	908	1106	880	955	882	1079	1036	3398	1198	1219	879	615	1005	1220	1423	1182	1031
HAH_RS12700	NC_015948.1	2531399	2532199	-	801	975	957	937	1058	864	858	1111	1628	1269	1186	834	846	1316	989	1176	1062	1094
HAH_RS12705	NC_015948.1	2532463	2533323	+	861	34451	51014	21535	47862	41978	42462	47685	120503	54547	43815	28003	28485	44484	50573	53142	53794	43064
HAH_RS12710	NC_015948.1	2533618	2533923	+	306	1244	1380	838	874	857	752	976	3780	1466	1454	1155	1061	1318	1265	1778	1572	1317
HAH_RS12715	NC_015948.1	2534343	2535578	+	1236	2015	2309	1483	1124	1136	983	1242	3086	3562	3302	2304	2477	3710	2772	3094	3096	2530
HAH_RS12720	NC_015948.1	2535607	2535786	-	180	1596	1798	1342	1027	861	706	1115	1067	954	747	609	525	730	816	739	950	1765
HAH_RS12725	NC_015948.1	2535941	2537173	+	1233	1668	2168	999	885	946	904	1011	2517	1508	1661	1125	1235	1380	1762	1282	1639	1695
HAH_RS12730	NC_015948.1	2537231	2537533	+	303	166	215	94	69	79	53	83	305	253	272	191	155	209	206	194	200	190
HAH_RS12735	NC_015948.1	2537539	2538324	-	786	397	364	316	1115	1079	1207	1344	305	443	379	277	252	287	439	355	495	443
HAH_RS12740	NC_015948.1	2538364	2539440	-	1077	245	308	274	170	159	133	149	225	295	276	212	172	217	249	229	232	311
HAH_RS12745	NC_015948.1	2539524	2540465	-	942	1079	1270	977	1063	938	880	1124	790	1236	1124	863	756	1048	1036	1139	1161	1256
